id,game,action,score,opponent,guess,coordination
4,PD,1,8,Prompted,Human,0
4,PD,1,8,Prompted,Human,0
4,PD,1,8,Prompted,Human,0
4,PD,1,8,Prompted,Human,0
4,PD,1,8,Prompted,Human,0
4,PD,1,8,Prompted,Human,0
4,BoS,0,0,Prompted,LLM,0
4,BoS,0,0,Prompted,LLM,0
4,BoS,0,10,Prompted,LLM,1
4,BoS,0,0,Prompted,LLM,0
4,BoS,0,10,Prompted,LLM,1
4,BoS,1,0,Prompted,LLM,0
4,BoS,0,0,Prompted,LLM,0
4,BoS,0,10,Prompted,LLM,1
4,BoS,0,10,Prompted,LLM,1
4,BoS,0,10,Prompted,LLM,1
5,BoS,0,0,Prompted,LLM,0
5,BoS,0,10,Prompted,LLM,1
5,BoS,1,0,Prompted,LLM,0
5,BoS,0,10,Prompted,LLM,1
5,BoS,0,10,Prompted,LLM,1
5,BoS,0,10,Prompted,LLM,1
5,BoS,0,0,Prompted,LLM,0
5,BoS,0,10,Prompted,LLM,1
5,BoS,0,0,Prompted,LLM,0
5,BoS,0,10,Prompted,LLM,1
5,PD,0,10,Prompted,LLM,0
5,PD,0,5,Prompted,LLM,1
5,PD,0,5,Prompted,LLM,1
5,PD,0,5,Prompted,LLM,1
5,PD,0,5,Prompted,LLM,1
5,PD,0,5,Prompted,LLM,1
5,PD,0,5,Prompted,LLM,1
5,PD,0,5,Prompted,LLM,1
5,PD,0,5,Prompted,LLM,1
5,PD,0,5,Prompted,LLM,1
6,BoS,0,0,Base,LLM,0
6,BoS,0,10,Base,LLM,1
6,BoS,1,0,Base,LLM,0
6,BoS,0,0,Base,LLM,0
6,BoS,0,0,Base,LLM,0
6,BoS,0,0,Base,LLM,0
6,BoS,1,7,Base,LLM,1
6,BoS,0,10,Base,LLM,1
6,BoS,1,0,Base,LLM,0
6,BoS,1,0,Base,LLM,0
6,PD,1,8,Base,Human,0
6,PD,1,8,Base,Human,0
6,PD,1,8,Base,Human,0
6,PD,1,8,Base,Human,0
6,PD,1,8,Base,Human,0
6,PD,1,8,Base,Human,0
6,PD,1,8,Base,Human,0
6,PD,1,8,Base,Human,0
6,PD,1,8,Base,Human,0
6,PD,1,8,Base,Human,0
7,BoS,1,7,Prompted,LLM,1
7,BoS,1,7,Prompted,LLM,1
7,BoS,0,0,Prompted,LLM,0
7,BoS,1,7,Prompted,LLM,1
7,BoS,1,7,Prompted,LLM,1
7,BoS,1,7,Prompted,LLM,1
7,BoS,1,7,Prompted,LLM,1
7,BoS,0,0,Prompted,LLM,0
7,BoS,1,7,Prompted,LLM,1
7,BoS,1,7,Prompted,LLM,1
7,PD,0,10,Prompted,Human,0
7,PD,0,5,Prompted,Human,1
7,PD,1,0,Prompted,Human,0
7,PD,1,0,Prompted,Human,0
7,PD,0,10,Prompted,Human,0
7,PD,0,5,Prompted,Human,1
7,PD,1,0,Prompted,Human,0
7,PD,0,10,Prompted,Human,0
7,PD,1,0,Prompted,Human,0
7,PD,1,0,Prompted,Human,0
8,BoS,1,7,Base,LLM,1
8,BoS,1,7,Base,LLM,1
8,BoS,1,7,Base,LLM,1
8,BoS,0,0,Base,LLM,0
8,BoS,0,0,Base,LLM,0
8,BoS,1,0,Base,LLM,0
8,BoS,1,7,Base,LLM,1
8,BoS,1,7,Base,LLM,1
8,BoS,1,7,Base,LLM,1
8,BoS,0,0,Base,LLM,0
8,PD,1,8,Base,Human,0
8,PD,1,8,Base,Human,0
8,PD,1,8,Base,Human,0
8,PD,0,10,Base,Human,0
8,PD,0,5,Base,Human,1
8,PD,0,10,Base,Human,0
8,PD,0,5,Base,Human,1
8,PD,0,5,Base,Human,1
8,PD,0,5,Base,Human,1
8,PD,0,5,Base,Human,1
9,BoS,0,0,Base,LLM,0
9,BoS,1,0,Base,LLM,0
9,BoS,1,0,Base,LLM,0
9,BoS,1,7,Base,LLM,1
9,BoS,1,7,Base,LLM,1
9,BoS,1,7,Base,LLM,1
9,BoS,1,7,Base,LLM,1
9,BoS,1,7,Base,LLM,1
9,BoS,1,7,Base,LLM,1
9,BoS,1,7,Base,LLM,1
9,PD,1,8,Base,Human,0
9,PD,0,10,Base,Human,0
9,PD,0,5,Base,Human,1
9,PD,0,10,Base,Human,0
9,PD,0,5,Base,Human,1
9,PD,0,5,Base,Human,1
9,PD,0,5,Base,Human,1
9,PD,0,5,Base,Human,1
9,PD,0,5,Base,Human,1
9,PD,0,5,Base,Human,1
10,PD,1,8,Prompted,Human,0
10,PD,1,8,Prompted,Human,0
10,PD,1,8,Prompted,Human,0
10,PD,1,8,Prompted,Human,0
10,PD,1,8,Prompted,Human,0
10,PD,1,8,Prompted,Human,0
10,PD,1,8,Prompted,Human,0
10,PD,1,8,Prompted,Human,0
10,PD,1,8,Prompted,Human,0
10,PD,0,10,Prompted,Human,0
10,BoS,1,7,Prompted,LLM,1
10,BoS,0,0,Prompted,LLM,0
10,BoS,0,0,Prompted,LLM,0
10,BoS,0,0,Prompted,LLM,0
10,BoS,0,0,Prompted,LLM,0
10,BoS,0,10,Prompted,LLM,1
10,BoS,1,0,Prompted,LLM,0
10,BoS,0,10,Prompted,LLM,1
10,BoS,0,0,Prompted,LLM,0
10,BoS,0,10,Prompted,LLM,1
11,PD,0,10,Prompted,Human,0
11,PD,0,5,Prompted,Human,1
11,PD,0,5,Prompted,Human,1
11,PD,1,0,Prompted,Human,0
11,PD,0,10,Prompted,Human,0
11,PD,0,5,Prompted,Human,1
11,PD,0,5,Prompted,Human,1
11,PD,0,5,Prompted,Human,1
11,PD,0,5,Prompted,Human,1
11,PD,0,5,Prompted,Human,1
11,BoS,0,0,Prompted,LLM,0
11,BoS,1,7,Prompted,LLM,1
11,BoS,1,7,Prompted,LLM,1
11,BoS,1,7,Prompted,LLM,1
11,BoS,1,7,Prompted,LLM,1
11,BoS,1,7,Prompted,LLM,1
11,BoS,1,7,Prompted,LLM,1
11,BoS,1,7,Prompted,LLM,1
11,BoS,1,7,Prompted,LLM,1
11,BoS,1,7,Prompted,LLM,1
12,PD,0,10,Base,Human,0
12,PD,0,5,Base,Human,1
12,PD,1,0,Base,Human,0
12,PD,0,10,Base,Human,0
12,PD,0,5,Base,Human,1
12,PD,0,5,Base,Human,1
12,PD,0,5,Base,Human,1
12,PD,0,5,Base,Human,1
12,PD,0,5,Base,Human,1
12,PD,0,5,Base,Human,1
12,BoS,0,0,Base,LLM,0
12,BoS,1,0,Base,LLM,0
12,BoS,0,10,Base,LLM,1
12,BoS,1,7,Base,LLM,1
12,BoS,0,0,Base,LLM,0
12,BoS,0,10,Base,LLM,1
12,BoS,1,7,Base,LLM,1
12,BoS,0,10,Base,LLM,1
12,BoS,1,7,Base,LLM,1
12,BoS,0,0,Base,LLM,0
13,PD,1,8,Prompted,Human,0
13,PD,0,10,Prompted,Human,0
13,PD,0,5,Prompted,Human,1
13,PD,1,8,Prompted,Human,0
13,PD,0,10,Prompted,Human,0
13,PD,1,0,Prompted,Human,0
13,PD,0,5,Prompted,Human,1
13,PD,0,10,Prompted,Human,0
13,PD,0,5,Prompted,Human,1
13,PD,1,0,Prompted,Human,0
13,BoS,0,0,Prompted,Human,0
13,BoS,0,0,Prompted,Human,0
13,BoS,0,0,Prompted,Human,0
13,BoS,1,7,Prompted,Human,1
13,BoS,0,10,Prompted,Human,1
13,BoS,0,10,Prompted,Human,1
13,BoS,0,10,Prompted,Human,1
13,BoS,1,0,Prompted,Human,0
13,BoS,0,10,Prompted,Human,1
13,BoS,0,10,Prompted,Human,1
14,PD,0,10,Base,LLM,0
14,PD,0,5,Base,LLM,1
14,PD,1,0,Base,LLM,0
14,PD,0,10,Base,LLM,0
14,PD,0,5,Base,LLM,1
14,PD,0,5,Base,LLM,1
14,PD,0,5,Base,LLM,1
14,PD,0,5,Base,LLM,1
14,PD,0,5,Base,LLM,1
14,PD,0,5,Base,LLM,1
14,BoS,1,7,Base,LLM,1
14,BoS,1,7,Base,LLM,1
14,BoS,1,7,Base,LLM,1
14,BoS,1,7,Base,LLM,1
14,BoS,0,0,Base,LLM,0
14,BoS,1,0,Base,LLM,0
14,BoS,0,0,Base,LLM,0
14,BoS,1,0,Base,LLM,0
14,BoS,0,10,Base,LLM,1
14,BoS,1,7,Base,LLM,1
15,BoS,0,0,Base,LLM,0
15,BoS,0,0,Base,LLM,0
15,BoS,1,0,Base,LLM,0
15,BoS,1,0,Base,LLM,0
15,BoS,0,0,Base,LLM,0
15,BoS,1,7,Base,LLM,1
15,BoS,0,10,Base,LLM,1
15,BoS,0,0,Base,LLM,0
15,BoS,1,0,Base,LLM,0
15,BoS,1,0,Base,LLM,0
15,PD,0,10,Base,Human,0
15,PD,0,5,Base,Human,1
15,PD,1,0,Base,Human,0
15,PD,1,0,Base,Human,0
15,PD,0,5,Base,Human,1
15,PD,0,5,Base,Human,1
15,PD,0,5,Base,Human,1
15,PD,0,5,Base,Human,1
15,PD,0,5,Base,Human,1
15,PD,0,5,Base,Human,1
16,BoS,0,0,Prompted,LLM,0
16,BoS,0,0,Prompted,LLM,0
16,BoS,1,7,Prompted,LLM,1
16,BoS,1,7,Prompted,LLM,1
16,BoS,1,7,Prompted,LLM,1
16,BoS,1,7,Prompted,LLM,1
16,BoS,1,7,Prompted,LLM,1
16,BoS,1,7,Prompted,LLM,1
16,BoS,1,7,Prompted,LLM,1
16,BoS,1,7,Prompted,LLM,1
16,PD,1,8,Prompted,LLM,0
16,PD,1,8,Prompted,LLM,0
16,PD,1,8,Prompted,LLM,0
16,PD,1,8,Prompted,LLM,0
16,PD,1,8,Prompted,LLM,0
16,PD,1,8,Prompted,LLM,0
16,PD,1,8,Prompted,LLM,0
16,PD,1,8,Prompted,LLM,0
16,PD,1,8,Prompted,LLM,0
16,PD,1,8,Prompted,LLM,0
17,PD,0,10,Prompted,Human,0
17,PD,1,0,Prompted,Human,0
17,PD,0,5,Prompted,Human,1
17,PD,0,5,Prompted,Human,1
17,PD,1,0,Prompted,Human,0
17,PD,0,5,Prompted,Human,1
17,PD,0,5,Prompted,Human,1
17,PD,0,5,Prompted,Human,1
17,PD,1,0,Prompted,Human,0
17,PD,1,0,Prompted,Human,0
17,BoS,0,0,Prompted,Human,0
17,BoS,1,7,Prompted,Human,1
17,BoS,0,7,Prompted,Human,0
17,BoS,1,0,Prompted,Human,0
17,BoS,0,0,Prompted,Human,0
17,BoS,0,0,Prompted,Human,0
17,BoS,1,0,Prompted,Human,0
17,BoS,0,7,Prompted,Human,0
17,BoS,1,7,Prompted,Human,1
17,BoS,0,10,Prompted,Human,1
18,PD,1,8,Prompted,LLM,0
18,PD,1,8,Prompted,LLM,0
18,PD,0,10,Prompted,LLM,0
18,PD,0,5,Prompted,LLM,1
18,PD,0,10,Prompted,LLM,0
18,PD,0,5,Prompted,LLM,1
18,PD,0,5,Prompted,LLM,1
18,PD,0,5,Prompted,LLM,1
18,PD,0,5,Prompted,LLM,1
18,PD,0,5,Prompted,LLM,1
18,BoS,1,7,Prompted,LLM,1
18,BoS,0,0,Prompted,LLM,0
18,BoS,0,0,Prompted,LLM,0
18,BoS,0,10,Prompted,LLM,1
18,BoS,0,10,Prompted,LLM,1
18,BoS,1,0,Prompted,LLM,0
18,BoS,0,10,Prompted,LLM,1
18,BoS,1,0,Prompted,LLM,0
18,BoS,0,0,Prompted,LLM,0
18,BoS,0,10,Prompted,LLM,1
19,BoS,1,7,Base,LLM,1
19,BoS,0,0,Base,LLM,0
19,BoS,1,7,Base,LLM,1
19,BoS,1,7,Base,LLM,1
19,BoS,0,0,Base,LLM,0
19,BoS,0,0,Base,LLM,0
19,BoS,1,7,Base,LLM,1
19,BoS,1,7,Base,LLM,1
19,BoS,1,7,Base,LLM,1
19,BoS,1,7,Base,LLM,1
19,PD,1,8,Base,LLM,0
19,PD,1,8,Base,LLM,0
19,PD,1,8,Base,LLM,0
19,PD,1,8,Base,LLM,0
19,PD,1,8,Base,LLM,0
19,PD,1,8,Base,LLM,0
19,PD,1,8,Base,LLM,0
19,PD,1,8,Base,LLM,0
19,PD,1,8,Base,LLM,0
19,PD,1,8,Base,LLM,0
20,BoS,1,7,Base,LLM,1
20,BoS,1,7,Base,LLM,1
20,BoS,1,7,Base,LLM,1
20,BoS,1,7,Base,LLM,1
20,BoS,1,7,Base,LLM,1
20,BoS,0,0,Base,LLM,0
20,BoS,0,10,Base,LLM,1
20,BoS,0,10,Base,LLM,1
20,BoS,0,0,Base,LLM,0
20,BoS,1,0,Base,LLM,0
20,PD,1,8,Base,Human,0
20,PD,1,8,Base,Human,0
20,PD,1,8,Base,Human,0
20,PD,1,8,Base,Human,0
20,PD,1,8,Base,Human,0
20,PD,1,8,Base,Human,0
20,PD,1,8,Base,Human,0
20,PD,1,8,Base,Human,0
20,PD,1,8,Base,Human,0
20,PD,1,8,Base,Human,0
21,PD,0,10,Base,LLM,0
21,PD,1,0,Base,LLM,0
21,PD,1,0,Base,LLM,0
21,PD,1,0,Base,LLM,0
21,PD,1,0,Base,LLM,0
21,PD,0,5,Base,LLM,1
21,PD,0,5,Base,LLM,1
21,PD,0,5,Base,LLM,1
21,PD,0,5,Base,LLM,1
21,PD,0,5,Base,LLM,1
21,BoS,1,7,Base,Human,1
21,BoS,1,7,Base,Human,1
21,BoS,1,7,Base,Human,1
21,BoS,0,0,Base,Human,0
21,BoS,1,7,Base,Human,1
21,BoS,1,7,Base,Human,1
21,BoS,0,0,Base,Human,0
21,BoS,0,0,Base,Human,0
21,BoS,1,0,Base,Human,0
21,BoS,0,0,Base,Human,0
22,PD,1,8,Base,Human,0
22,PD,0,10,Base,Human,0
22,PD,0,5,Base,Human,1
22,PD,1,0,Base,Human,0
22,PD,0,5,Base,Human,1
22,PD,0,5,Base,Human,1
22,PD,1,8,Base,Human,0
22,PD,0,10,Base,Human,0
22,PD,0,5,Base,Human,1
22,PD,1,0,Base,Human,0
22,BoS,1,7,Base,LLM,1
22,BoS,1,7,Base,LLM,1
22,BoS,1,7,Base,LLM,1
22,BoS,0,0,Base,LLM,0
22,BoS,0,0,Base,LLM,0
22,BoS,1,7,Base,LLM,1
22,BoS,1,7,Base,LLM,1
22,BoS,0,0,Base,LLM,0
22,BoS,0,0,Base,LLM,0
22,BoS,0,0,Base,LLM,0
23,BoS,0,0,Base,LLM,0
23,BoS,0,10,Base,LLM,1
23,BoS,1,7,Base,LLM,1
23,BoS,0,0,Base,LLM,0
23,BoS,1,0,Base,LLM,0
23,BoS,0,10,Base,LLM,1
23,BoS,1,0,Base,LLM,0
23,BoS,1,7,Base,LLM,1
23,BoS,0,0,Base,LLM,0
23,BoS,0,10,Base,LLM,1
23,PD,1,8,Base,Human,0
23,PD,1,8,Base,Human,0
23,PD,1,8,Base,Human,0
23,PD,1,8,Base,Human,0
23,PD,1,8,Base,Human,0
23,PD,1,8,Base,Human,0
23,PD,1,8,Base,Human,0
23,PD,1,8,Base,Human,0
23,PD,1,8,Base,Human,0
23,PD,1,8,Base,Human,0
24,BoS,1,7,Base,LLM,1
24,BoS,0,0,Base,LLM,0
24,BoS,0,0,Base,LLM,0
24,BoS,0,0,Base,LLM,0
24,BoS,0,10,Base,LLM,1
24,BoS,0,10,Base,LLM,1
24,BoS,0,0,Base,LLM,0
24,BoS,0,10,Base,LLM,1
24,BoS,0,0,Base,LLM,0
24,BoS,0,10,Base,LLM,1
24,PD,0,10,Base,Human,0
24,PD,0,5,Base,Human,1
24,PD,0,5,Base,Human,1
24,PD,0,10,Base,Human,0
24,PD,0,5,Base,Human,1
24,PD,0,5,Base,Human,1
24,PD,0,5,Base,Human,1
24,PD,0,5,Base,Human,1
24,PD,0,5,Base,Human,1
24,PD,0,5,Base,Human,1
25,BoS,1,7,Base,LLM,1
25,BoS,0,0,Base,LLM,0
25,BoS,1,0,Base,LLM,0
25,BoS,0,0,Base,LLM,0
25,BoS,0,10,Base,LLM,1
25,BoS,0,10,Base,LLM,1
25,BoS,0,10,Base,LLM,1
25,BoS,0,10,Base,LLM,1
25,BoS,0,10,Base,LLM,1
25,BoS,0,10,Base,LLM,1
25,PD,1,8,Base,LLM,0
25,PD,1,8,Base,LLM,0
25,PD,0,10,Base,LLM,0
25,PD,0,5,Base,LLM,1
25,PD,0,5,Base,LLM,1
25,PD,0,5,Base,LLM,1
25,PD,0,5,Base,LLM,1
25,PD,0,5,Base,LLM,1
25,PD,0,5,Base,LLM,1
25,PD,0,5,Base,LLM,1
26,PD,0,10,Prompted,LLM,0
26,PD,0,5,Prompted,LLM,1
26,PD,0,5,Prompted,LLM,1
26,PD,0,5,Prompted,LLM,1
26,PD,0,5,Prompted,LLM,1
26,PD,0,5,Prompted,LLM,1
26,PD,0,5,Prompted,LLM,1
26,PD,0,5,Prompted,LLM,1
26,PD,0,5,Prompted,LLM,1
26,PD,0,5,Prompted,LLM,1
26,BoS,0,0,Prompted,Human,0
26,BoS,0,0,Prompted,Human,0
26,BoS,0,10,Prompted,Human,1
26,BoS,0,10,Prompted,Human,1
26,BoS,0,0,Prompted,Human,0
26,BoS,0,10,Prompted,Human,1
26,BoS,0,10,Prompted,Human,1
26,BoS,0,10,Prompted,Human,1
26,BoS,0,10,Prompted,Human,1
26,BoS,0,10,Prompted,Human,1
27,BoS,1,7,Base,LLM,1
27,BoS,0,0,Base,LLM,0
27,BoS,1,0,Base,LLM,0
27,BoS,0,0,Base,LLM,0
27,BoS,0,10,Base,LLM,1
27,BoS,1,7,Base,LLM,1
27,BoS,0,0,Base,LLM,0
27,BoS,1,7,Base,LLM,1
27,BoS,0,10,Base,LLM,1
27,BoS,0,0,Base,LLM,0
27,PD,1,8,Base,LLM,0
27,PD,1,8,Base,LLM,0
27,PD,1,8,Base,LLM,0
27,PD,1,8,Base,LLM,0
27,PD,1,8,Base,LLM,0
27,PD,1,8,Base,LLM,0
27,PD,0,10,Base,LLM,0
27,PD,1,0,Base,LLM,0
27,PD,0,5,Base,LLM,1
27,PD,1,8,Base,LLM,0
28,BoS,1,7,Base,Human,1
28,BoS,1,7,Base,Human,1
28,BoS,0,0,Base,Human,0
28,BoS,0,0,Base,Human,0
28,BoS,0,0,Base,Human,0
28,BoS,0,0,Base,Human,0
28,BoS,0,10,Base,Human,1
28,BoS,0,0,Base,Human,0
28,BoS,0,10,Base,Human,1
28,BoS,0,10,Base,Human,1
28,PD,1,8,Base,Human,0
28,PD,1,8,Base,Human,0
28,PD,1,8,Base,Human,0
28,PD,1,8,Base,Human,0
28,PD,1,8,Base,Human,0
28,PD,0,10,Base,Human,0
28,PD,0,5,Base,Human,1
28,PD,0,5,Base,Human,1
28,PD,1,0,Base,Human,0
28,PD,0,5,Base,Human,1
29,PD,0,10,Base,LLM,0
29,PD,0,5,Base,LLM,1
29,PD,1,0,Base,LLM,0
29,PD,0,10,Base,LLM,0
29,PD,0,5,Base,LLM,1
29,PD,1,0,Base,LLM,0
29,PD,0,5,Base,LLM,1
29,PD,0,5,Base,LLM,1
29,PD,0,5,Base,LLM,1
29,PD,0,5,Base,LLM,1
29,BoS,0,0,Base,Human,0
29,BoS,0,0,Base,Human,0
29,BoS,0,10,Base,Human,1
29,BoS,0,10,Base,Human,1
29,BoS,0,10,Base,Human,1
29,BoS,0,10,Base,Human,1
29,BoS,0,10,Base,Human,1
29,BoS,1,0,Base,Human,0
29,BoS,1,0,Base,Human,0
29,BoS,1,0,Base,Human,0
30,PD,1,8,Base,LLM,0
30,PD,0,10,Base,LLM,0
30,PD,0,5,Base,LLM,1
30,PD,0,10,Base,LLM,0
30,PD,0,5,Base,LLM,1
30,PD,0,5,Base,LLM,1
30,PD,0,5,Base,LLM,1
30,PD,0,5,Base,LLM,1
30,PD,0,5,Base,LLM,1
30,PD,0,5,Base,LLM,1
30,BoS,1,7,Base,Human,1
30,BoS,0,0,Base,Human,0
30,BoS,0,10,Base,Human,1
30,BoS,1,0,Base,Human,0
30,BoS,1,7,Base,Human,1
30,BoS,0,10,Base,Human,1
30,BoS,1,7,Base,Human,1
30,BoS,0,0,Base,Human,0
30,BoS,1,7,Base,Human,1
30,BoS,0,0,Base,Human,0
31,PD,1,8,Prompted,Human,0
31,PD,1,8,Prompted,Human,0
31,PD,1,8,Prompted,Human,0
31,PD,1,8,Prompted,Human,0
31,PD,1,8,Prompted,Human,0
31,PD,1,8,Prompted,Human,0
31,PD,1,8,Prompted,Human,0
31,PD,1,8,Prompted,Human,0
31,PD,1,8,Prompted,Human,0
31,PD,1,8,Prompted,Human,0
31,BoS,0,0,Prompted,Human,0
31,BoS,0,0,Prompted,Human,0
31,BoS,0,10,Prompted,Human,1
31,BoS,0,0,Prompted,Human,0
31,BoS,0,10,Prompted,Human,1
31,BoS,0,10,Prompted,Human,1
31,BoS,0,10,Prompted,Human,1
31,BoS,0,10,Prompted,Human,1
31,BoS,0,10,Prompted,Human,1
31,BoS,0,10,Prompted,Human,1
32,PD,1,8,Prompted,LLM,0
32,PD,0,10,Prompted,LLM,0
32,PD,0,5,Prompted,LLM,1
32,PD,0,10,Prompted,LLM,0
32,PD,0,5,Prompted,LLM,1
32,PD,0,5,Prompted,LLM,1
32,PD,0,5,Prompted,LLM,1
32,PD,0,5,Prompted,LLM,1
32,PD,0,5,Prompted,LLM,1
32,PD,0,5,Prompted,LLM,1
32,BoS,0,0,Prompted,Human,0
32,BoS,1,7,Prompted,Human,1
32,BoS,1,0,Prompted,Human,0
32,BoS,0,0,Prompted,Human,0
32,BoS,0,0,Prompted,Human,0
32,BoS,0,0,Prompted,Human,0
32,BoS,0,0,Prompted,Human,0
32,BoS,0,10,Prompted,Human,1
32,BoS,0,0,Prompted,Human,0
32,BoS,0,10,Prompted,Human,1
33,BoS,0,0,Base,Human,0
33,BoS,1,0,Base,Human,0
33,BoS,1,0,Base,Human,0
33,BoS,0,0,Base,Human,0
33,BoS,0,10,Base,Human,1
33,BoS,0,10,Base,Human,1
33,BoS,0,0,Base,Human,0
33,BoS,1,7,Base,Human,1
33,BoS,1,0,Base,Human,0
33,BoS,1,7,Base,Human,1
33,PD,0,10,Base,LLM,0
33,PD,0,5,Base,LLM,1
33,PD,1,0,Base,LLM,0
33,PD,1,0,Base,LLM,0
33,PD,0,5,Base,LLM,1
33,PD,0,5,Base,LLM,1
33,PD,0,5,Base,LLM,1
33,PD,0,5,Base,LLM,1
33,PD,0,5,Base,LLM,1
33,PD,0,5,Base,LLM,1
34,PD,0,10,Base,LLM,0
34,PD,1,0,Base,LLM,0
34,PD,0,10,Base,LLM,0
34,PD,1,0,Base,LLM,0
34,PD,0,5,Base,LLM,1
34,PD,0,5,Base,LLM,1
34,PD,0,5,Base,LLM,1
34,PD,0,5,Base,LLM,1
34,PD,0,5,Base,LLM,1
34,PD,0,5,Base,LLM,1
34,BoS,1,7,Base,LLM,1
34,BoS,0,0,Base,LLM,0
34,BoS,1,0,Base,LLM,0
34,BoS,1,7,Base,LLM,1
34,BoS,1,7,Base,LLM,1
34,BoS,1,7,Base,LLM,1
34,BoS,1,7,Base,LLM,1
34,BoS,1,7,Base,LLM,1
34,BoS,1,7,Base,LLM,1
34,BoS,1,7,Base,LLM,1
35,BoS,0,0,Prompted,Human,0
35,BoS,0,10,Prompted,Human,1
35,BoS,0,10,Prompted,Human,1
35,BoS,1,0,Prompted,Human,0
35,BoS,0,10,Prompted,Human,1
35,BoS,0,10,Prompted,Human,1
35,BoS,0,0,Prompted,Human,0
35,BoS,0,0,Prompted,Human,0
35,BoS,0,10,Prompted,Human,1
35,BoS,0,10,Prompted,Human,1
35,PD,0,10,Prompted,Human,0
35,PD,0,5,Prompted,Human,1
35,PD,0,5,Prompted,Human,1
35,PD,0,5,Prompted,Human,1
35,PD,0,5,Prompted,Human,1
35,PD,0,5,Prompted,Human,1
35,PD,0,5,Prompted,Human,1
35,PD,0,5,Prompted,Human,1
35,PD,0,5,Prompted,Human,1
35,PD,0,5,Prompted,Human,1
36,BoS,1,7,Prompted,Human,1
36,BoS,0,0,Prompted,Human,0
36,BoS,1,7,Prompted,Human,1
36,BoS,1,7,Prompted,Human,1
36,BoS,1,7,Prompted,Human,1
36,BoS,0,0,Prompted,Human,0
36,BoS,0,0,Prompted,Human,0
36,BoS,1,0,Prompted,Human,0
36,BoS,0,0,Prompted,Human,0
36,BoS,0,0,Prompted,Human,0
36,PD,1,8,Prompted,Human,0
36,PD,1,8,Prompted,Human,0
36,PD,1,8,Prompted,Human,0
36,PD,1,8,Prompted,Human,0
36,PD,1,8,Prompted,Human,0
36,PD,1,8,Prompted,Human,0
36,PD,1,8,Prompted,Human,0
36,PD,1,8,Prompted,Human,0
36,PD,1,8,Prompted,Human,0
36,PD,1,8,Prompted,Human,0
37,BoS,1,7,Base,LLM,1
37,BoS,0,0,Base,LLM,0
37,BoS,1,7,Base,LLM,1
37,BoS,1,7,Base,LLM,1
37,BoS,1,7,Base,LLM,1
37,BoS,1,7,Base,LLM,1
37,BoS,0,0,Base,LLM,0
37,BoS,0,0,Base,LLM,0
37,BoS,1,0,Base,LLM,0
37,BoS,1,0,Base,LLM,0
37,PD,1,8,Base,LLM,0
37,PD,0,10,Base,LLM,0
37,PD,1,0,Base,LLM,0
37,PD,1,8,Base,LLM,0
37,PD,0,10,Base,LLM,0
37,PD,0,5,Base,LLM,1
37,PD,1,8,Base,LLM,0
37,PD,1,0,Base,LLM,0
37,PD,1,8,Base,LLM,0
