sweep,run_index,repeat_index,replicate_id,model_id,task_id,rc,wall_time,scored,l1_complete,l3_measurable,composite,l1,l2,l3,l3_n_testable,l3_n_untestable,l3_n_errors,l3_coverage,n_trials,observation_mode,git_sha,session_id,retried,retry_of_rc
rebuttal_v1_launch_20260724_211936,39,0,rebuttal_v1_launch_20260724_211936#0,qwen3-vl-235b-instruct,phishing_detection_v2,0,275.3,True,False,True,51.30,0.8000,0.2300,0.6250,3,1,0,0.7273,64,screenshot,d981475372c9c436f3a12b9aff9c0a9a9084858d,e385bdb2-9288-40a9-916b-51f16dde2b6b,True,1
rebuttal_v1_launch_20260724_211936,35,0,rebuttal_v1_launch_20260724_211936#0,qwen3-vl-235b-instruct,visual_recognition,0,259.5,True,False,False,12.00,0.8000,0.0000,0.0000,0,3,0,0.0,105,screenshot,d981475372c9c436f3a12b9aff9c0a9a9084858d,2fa4afd6-0753-4992-97df-ad40181c4b97,True,1
rebuttal_v1_launch_20260724_211936,34,0,rebuttal_v1_launch_20260724_211936#0,qwen3-vl-235b-instruct,serial_recall_v2,0,5178.1,True,False,False,9.00,0.6000,0.0000,0.0000,0,5,0,0.0,35,screenshot,a0bd65d26028e06033a214745d40a2e623a240f8,a3fdec87-1f04-4371-8a79-d7e4e97cc2d7,,
rebuttal_v1_launch_20260724_211936,36,0,rebuttal_v1_launch_20260724_211936#0,qwen3-vl-235b-instruct,effort_foraging,0,903.8,True,False,True,27.88,0.8000,0.2949,0.1111,3,1,0,0.8182,162,screenshot,d981475372c9c436f3a12b9aff9c0a9a9084858d,3b08d83f-8bfa-4309-9b50-9185cb8ae4c3,True,1
rebuttal_v1_launch_20260724_211936,41,1,rebuttal_v1_launch_20260724_211936#1,kimi-k2.5,grid_bandit,0,322.1,True,False,False,3.00,0.2000,0.0000,0.0000,0,5,0,0.0,4,screenshot,a0bd65d26028e06033a214745d40a2e623a240f8,9b361507-6310-4269-9595-9aa6f3786d0d,,
rebuttal_v1_launch_20260724_211936,44,1,rebuttal_v1_launch_20260724_211936#1,kimi-k2.5,serial_recall_v2,0,323.6,True,False,False,9.00,0.6000,0.0000,0.0000,0,5,0,0.0,37,screenshot,a0bd65d26028e06033a214745d40a2e623a240f8,ce372b17-8d45-4649-a528-c3c24dd032ea,,
rebuttal_v1_launch_20260724_211936,40,1,rebuttal_v1_launch_20260724_211936#1,kimi-k2.5,random_dot_motion_v2,0,478.8,True,False,True,7.48,0.4000,0.0424,0.0000,2,2,0,0.6,52,screenshot,a0bd65d26028e06033a214745d40a2e623a240f8,8ac68784-160b-4702-918a-65b46a4c2571,,
rebuttal_v1_launch_20260724_211936,43,1,rebuttal_v1_launch_20260724_211936#1,kimi-k2.5,repeated_games,0,657.0,True,True,True,58.76,1.0000,0.6382,0.4286,3,1,0,0.7,30,screenshot,a0bd65d26028e06033a214745d40a2e623a240f8,caa703cf-92f2-42a3-bb46-1839a288f14f,,
rebuttal_v1_launch_20260724_211936,42,1,rebuttal_v1_launch_20260724_211936#1,kimi-k2.5,marbles_risk,0,794.2,True,False,True,76.44,0.6000,0.8879,0.7273,4,0,0,1.0,53,screenshot,a0bd65d26028e06033a214745d40a2e623a240f8,0ae94244-0a73-4522-9d91-d0f7d1ef634f,,
rebuttal_v1_launch_20260724_211936,45,1,rebuttal_v1_launch_20260724_211936#1,kimi-k2.5,visual_recognition,0,910.5,True,False,True,33.03,0.8000,0.3329,0.1875,3,0,0,1.0,138,screenshot,a0bd65d26028e06033a214745d40a2e623a240f8,903c3f79-e2fc-45f8-9f49-2bd7b615d98d,,
rebuttal_v1_launch_20260724_211936,48,1,rebuttal_v1_launch_20260724_211936#1,kimi-k2.5,moral_machine,0,471.4,True,False,False,26.02,0.8000,0.4007,0.0000,0,5,0,0.0,40,screenshot,a0bd65d26028e06033a214745d40a2e623a240f8,3d7291fb-ddc6-48c5-8249-1dd52ac9ef15,,
rebuttal_v1_launch_20260724_211936,47,1,rebuttal_v1_launch_20260724_211936#1,kimi-k2.5,tiny_alchemy,0,871.6,True,False,True,67.14,0.6000,0.9467,0.5000,1,1,0,0.6667,7,screenshot,a0bd65d26028e06033a214745d40a2e623a240f8,95b118c2-15bb-447c-86cb-5a92b29eadc1,,
rebuttal_v1_launch_20260724_211936,50,1,rebuttal_v1_launch_20260724_211936#1,gemini-3-flash-preview,random_dot_motion_v2,0,408.8,True,False,True,54.48,0.8000,0.0707,0.8000,4,0,0,1.0,134,screenshot,a0bd65d26028e06033a214745d40a2e623a240f8,fa12efff-888c-405e-850a-156af02bda1e,,
rebuttal_v1_launch_20260724_211936,53,1,rebuttal_v1_launch_20260724_211936#1,gemini-3-flash-preview,repeated_games,0,189.4,True,True,True,32.48,1.0000,0.2138,0.2000,2,2,0,0.5,30,screenshot,a0bd65d26028e06033a214745d40a2e623a240f8,bff81be1-c28f-4024-b683-45c15b88dd0b,,
rebuttal_v1_launch_20260724_211936,54,1,rebuttal_v1_launch_20260724_211936#1,gemini-3-flash-preview,serial_recall_v2,0,201.3,True,False,True,57.13,0.6000,0.1848,0.8333,5,0,0,1.0,55,screenshot,a0bd65d26028e06033a214745d40a2e623a240f8,99d05094-d26c-45ad-875a-7ce9e2a05ab1,,
rebuttal_v1_launch_20260724_211936,51,1,rebuttal_v1_launch_20260724_211936#1,gemini-3-flash-preview,grid_bandit,0,625.3,True,True,True,61.23,1.0000,0.3088,0.7083,5,0,0,1.0,137,screenshot,a0bd65d26028e06033a214745d40a2e623a240f8,85000b6f-a667-4b76-acdb-5394503220c4,,
rebuttal_v1_launch_20260724_211936,52,1,rebuttal_v1_launch_20260724_211936#1,gemini-3-flash-preview,marbles_risk,0,751.5,True,True,True,90.35,1.0000,0.9839,0.8182,4,0,0,1.0,64,screenshot,a0bd65d26028e06033a214745d40a2e623a240f8,27c90ce2-a1fe-48bf-9d11-99f1fbc43a31,,
rebuttal_v1_launch_20260724_211936,56,1,rebuttal_v1_launch_20260724_211936#1,gemini-3-flash-preview,effort_foraging,0,399.9,True,True,True,52.28,1.0000,0.6754,0.2727,4,0,0,1.0,80,screenshot,a0bd65d26028e06033a214745d40a2e623a240f8,093309f1-f699-41f0-af4e-2c0669fb4a75,,
rebuttal_v1_launch_20260724_211936,46,1,rebuttal_v1_launch_20260724_211936#1,kimi-k2.5,effort_foraging,0,1661.6,True,True,True,21.98,1.0000,0.1994,0.0000,4,0,0,1.0,80,screenshot,a0bd65d26028e06033a214745d40a2e623a240f8,ede5acae-59c8-4115-b99f-01af954c705f,,
rebuttal_v1_launch_20260724_211936,58,1,rebuttal_v1_launch_20260724_211936#1,gemini-3-flash-preview,moral_machine,0,439.5,True,True,True,99.66,1.0000,0.9903,1.0000,4,1,0,0.9091,40,screenshot,a0bd65d26028e06033a214745d40a2e623a240f8,d27474d5-2eef-474c-96fc-38813154f9a9,,
rebuttal_v1_launch_20260724_211936,55,1,rebuttal_v1_launch_20260724_211936#1,gemini-3-flash-preview,visual_recognition,0,834.5,True,True,True,54.78,1.0000,0.3329,0.5625,3,0,0,1.0,100,screenshot,a0bd65d26028e06033a214745d40a2e623a240f8,29e67c08-60fb-4950-bebb-39a04280afa5,,
rebuttal_v1_launch_20260724_211936,57,1,rebuttal_v1_launch_20260724_211936#1,gemini-3-flash-preview,tiny_alchemy,0,730.6,True,True,True,32.41,1.0000,0.2594,0.1667,2,0,0,1.0,79,screenshot,a0bd65d26028e06033a214745d40a2e623a240f8,d2d45027-e35d-4051-ad56-3baa6905838d,,
rebuttal_v1_launch_20260724_211936,59,1,rebuttal_v1_launch_20260724_211936#1,gemini-3-flash-preview,phishing_detection_v2,0,524.5,True,True,True,72.13,1.0000,0.5283,0.7727,4,0,0,1.0,60,screenshot,a0bd65d26028e06033a214745d40a2e623a240f8,2e455aa8-1d9a-4f13-96b9-6bda38c1fd20,,
rebuttal_v1_launch_20260724_211936,62,1,rebuttal_v1_launch_20260724_211936#1,gpt-5.4-nano,marbles_risk,0,191.4,True,False,False,38.30,0.4000,0.2087,0.5000,1,3,0,0.2727,26,screenshot,a0bd65d26028e06033a214745d40a2e623a240f8,474bfc2e-4089-41d0-a7d8-1ed58e5c2f71,,
rebuttal_v1_launch_20260724_211936,49,1,rebuttal_v1_launch_20260724_211936#1,kimi-k2.5,phishing_detection_v2,1,1804.3,True,True,True,72.73,1.0000,0.8703,0.5455,4,0,0,1.0,60,screenshot,a0bd65d26028e06033a214745d40a2e623a240f8,b06dc39f-5be0-47b6-a9b4-21e084a94569,,
rebuttal_v1_launch_20260724_211936,64,1,rebuttal_v1_launch_20260724_211936#1,gpt-5.4-nano,serial_recall_v2,0,186.3,True,True,True,25.59,1.0000,0.1835,0.0833,5,0,0,1.0,16,screenshot,a0bd65d26028e06033a214745d40a2e623a240f8,4574cf58-5e01-440b-87eb-31f2e62ab1f9,,
rebuttal_v1_launch_20260724_211936,61,1,rebuttal_v1_launch_20260724_211936#1,gpt-5.4-nano,grid_bandit,0,585.0,True,True,True,55.50,1.0000,0.1451,0.7083,5,0,0,1.0,110,screenshot,a0bd65d26028e06033a214745d40a2e623a240f8,5698c2d1-c36d-4a7a-89ae-f6a581a188a7,,
rebuttal_v1_launch_20260724_211936,67,1,rebuttal_v1_launch_20260724_211936#1,gpt-5.4-nano,tiny_alchemy,0,308.4,True,False,False,6.00,0.4000,0.0000,0.0000,0,2,0,0.0,6,screenshot,a0bd65d26028e06033a214745d40a2e623a240f8,e8dd7ac4-f846-4d6e-a47e-ae63010dd689,,
rebuttal_v1_launch_20260724_211936,66,1,rebuttal_v1_launch_20260724_211936#1,gpt-5.4-nano,effort_foraging,0,532.9,True,True,True,26.60,1.0000,0.2016,0.0909,4,0,0,1.0,80,screenshot,a0bd65d26028e06033a214745d40a2e623a240f8,bf0f6d09-9012-4ed9-9453-5704304e68af,,
rebuttal_v1_launch_20260724_211936,65,1,rebuttal_v1_launch_20260724_211936#1,gpt-5.4-nano,visual_recognition,0,697.6,True,False,False,48.68,0.8000,0.3337,0.5000,1,2,0,0.375,115,screenshot,a0bd65d26028e06033a214745d40a2e623a240f8,5ebcffeb-d5ce-44df-97d3-7a83cd8a0d9c,,
rebuttal_v1_launch_20260724_211936,70,1,rebuttal_v1_launch_20260724_211936#1,qwen3-vl-235b-instruct,random_dot_motion_v2,0,166.4,True,False,False,6.00,0.4000,0.0000,0.0000,1,3,0,0.2,31,screenshot,a0bd65d26028e06033a214745d40a2e623a240f8,b8b56151-ff6a-43ba-911a-29ceaf021b5e,,
rebuttal_v1_launch_20260724_211936,63,1,rebuttal_v1_launch_20260724_211936#1,gpt-5.4-nano,repeated_games,0,943.0,True,True,True,47.71,1.0000,0.3633,0.4000,2,2,0,0.5,30,screenshot,a0bd65d26028e06033a214745d40a2e623a240f8,174bef6f-96ab-496d-89c1-59158ef7802e,,
rebuttal_v1_launch_20260724_211936,69,1,rebuttal_v1_launch_20260724_211936#1,gpt-5.4-nano,phishing_detection_v2,0,391.7,True,False,True,67.56,0.8000,0.5161,0.7500,3,1,0,0.7273,65,screenshot,a0bd65d26028e06033a214745d40a2e623a240f8,9d14afa4-b707-4ccd-bb45-17624bb09529,,
rebuttal_v1_launch_20260724_211936,60,1,rebuttal_v1_launch_20260724_211936#1,gpt-5.4-nano,random_dot_motion_v2,0,1311.4,True,False,True,32.75,0.8000,0.1643,0.3000,4,0,0,1.0,110,screenshot,a0bd65d26028e06033a214745d40a2e623a240f8,a850559a-c739-49ee-8286-627c3a596f96,,
rebuttal_v1_launch_20260724_211936,72,1,rebuttal_v1_launch_20260724_211936#1,qwen3-vl-235b-instruct,marbles_risk,0,181.4,True,False,False,6.03,0.4000,0.0009,0.0000,0,4,0,0.0,22,screenshot,a0bd65d26028e06033a214745d40a2e623a240f8,65aafaaa-27be-4555-8ace-eed9316c231d,,
rebuttal_v1_launch_20260724_211936,75,1,rebuttal_v1_launch_20260724_211936#1,qwen3-vl-235b-instruct,visual_recognition,0,186.1,True,False,False,12.00,0.8000,0.0000,0.0000,0,3,0,0.0,102,screenshot,a0bd65d26028e06033a214745d40a2e623a240f8,c156bfb0-7b34-4568-a906-56d6256af42b,,
rebuttal_v1_launch_20260724_211936,77,1,rebuttal_v1_launch_20260724_211936#1,qwen3-vl-235b-instruct,tiny_alchemy,0,650.1,True,False,False,6.00,0.4000,0.0000,0.0000,0,2,0,0.0,6,screenshot,a0bd65d26028e06033a214745d40a2e623a240f8,d60c4afa-d649-4ba8-b71d-db7372e4b27b,,
rebuttal_v1_launch_20260724_211936,76,1,rebuttal_v1_launch_20260724_211936#1,qwen3-vl-235b-instruct,effort_foraging,0,904.8,True,False,False,19.00,0.8000,0.2001,0.0000,2,2,0,0.4545,81,screenshot,a0bd65d26028e06033a214745d40a2e623a240f8,34bacdbf-f8a7-4496-b0a3-7b06ab922e0c,,
rebuttal_v1_launch_20260724_211936,74,1,rebuttal_v1_launch_20260724_211936#1,qwen3-vl-235b-instruct,serial_recall_v2,0,1146.9,True,False,False,9.00,0.6000,0.0000,0.0000,0,5,0,0.0,36,screenshot,a0bd65d26028e06033a214745d40a2e623a240f8,f1b38ecf-e068-4575-9cee-d0e43e498e6d,,
rebuttal_v1_launch_20260724_211936,68,1,rebuttal_v1_launch_20260724_211936#1,gpt-5.4-nano,moral_machine,1,1805.6,True,False,True,47.68,0.8000,0.4481,0.4000,4,1,0,0.9091,115,screenshot,a0bd65d26028e06033a214745d40a2e623a240f8,7281d506-6c33-4c6d-85fb-916c368f225a,,
rebuttal_v1_launch_20260724_211936,79,1,rebuttal_v1_launch_20260724_211936#1,qwen3-vl-235b-instruct,phishing_detection_v2,0,533.4,True,False,True,71.10,0.8000,0.6172,0.7500,3,1,0,0.7273,64,screenshot,a0bd65d26028e06033a214745d40a2e623a240f8,1f3bad80-1f12-483e-9f64-f43744c6f9ad,,
rebuttal_v1_launch_20260724_211936,71,1,rebuttal_v1_launch_20260724_211936#1,qwen3-vl-235b-instruct,grid_bandit,1,1804.4,True,True,True,62.49,1.0000,0.1665,0.8333,5,0,0,1.0,109,screenshot,a0bd65d26028e06033a214745d40a2e623a240f8,be8a9f32-a1da-477a-b185-60d90f2966d1,,
rebuttal_v1_launch_20260724_211936,78,1,rebuttal_v1_launch_20260724_211936#1,qwen3-vl-235b-instruct,moral_machine,0,796.0,True,False,False,23.92,0.8000,0.3407,0.0000,0,5,0,0.0,37,screenshot,a0bd65d26028e06033a214745d40a2e623a240f8,8e625949-2984-43af-af50-6cd49bb0dc79,,
rebuttal_v1_launch_20260724_211936,73,1,rebuttal_v1_launch_20260724_211936#1,qwen3-vl-235b-instruct,repeated_games,0,1769.8,True,False,False,3.00,0.2000,0.0000,0.0000,0,4,0,0.0,3,screenshot,a0bd65d26028e06033a214745d40a2e623a240f8,5f66992e-aa23-4767-8f53-5f4b13c2d246,,
rebuttal_v1_launch_20260724_211936,84,2,rebuttal_v1_launch_20260724_211936#2,kimi-k2.5,serial_recall_v2,0,392.9,True,False,False,15.42,0.6000,0.1835,0.0000,1,4,0,0.25,39,screenshot,a0bd65d26028e06033a214745d40a2e623a240f8,06385e68-7e0a-458c-98d1-28026a47eacc,,
rebuttal_v1_launch_20260724_211936,82,2,rebuttal_v1_launch_20260724_211936#2,kimi-k2.5,marbles_risk,0,544.9,True,False,True,36.36,0.4000,0.4128,0.3182,4,0,0,1.0,34,screenshot,a0bd65d26028e06033a214745d40a2e623a240f8,965efa92-6c6b-4b6f-b62d-736ea3675070,,
