sweep,repeat_index,model_id,task_id,signature,testable,untestable_reason,score,passed,p_value,effect_size,direction_correct
vision_ablation_20260725_224706,0,gemini-3-flash-preview,visual_recognition,above_chance_discrimination,True,,0.5,False,0.43196303473811626,0.038461538461538436,True
vision_ablation_20260725_224706,0,gemini-3-flash-preview,visual_recognition,above_chance_accuracy,True,,0.5,False,0.5,0.023809523809523836,True
vision_ablation_20260725_224706,0,gemini-3-flash-preview,visual_recognition,low_false_alarm_rate,True,,0.5,False,0.5,-0.038461538461538436,True
vision_ablation_20260725_224706,0,gpt-5.4-nano,phishing_detection_v2,above_chance_discrimination,True,,1.0,True,0.0011816032539005983,0.4868421052631579,True
vision_ablation_20260725_224706,0,gpt-5.4-nano,phishing_detection_v2,learning_effect,False,insufficient_data,,False,,,
vision_ablation_20260725_224706,0,gpt-5.4-nano,phishing_detection_v2,above_chance_overall,True,,1.0,True,0.0016889239559532143,0.2435897435897436,True
vision_ablation_20260725_224706,0,gpt-5.4-nano,phishing_detection_v2,practice_rt_speedup,True,,0.0,False,0.9999729578765395,0.6000000769107663,False
vision_ablation_20260725_224706,0,gpt-5.4-nano,random_dot_motion_v2,coherence_accuracy_psychometric,False,insufficient_data,,False,,,
vision_ablation_20260725_224706,0,gpt-5.4-nano,random_dot_motion_v2,coherence_rt_chronometric,False,insufficient_data,,False,,,
vision_ablation_20260725_224706,0,gpt-5.4-nano,random_dot_motion_v2,above_chance_low_coherence,False,insufficient_data,,False,,,
vision_ablation_20260725_224706,0,gpt-5.4-nano,random_dot_motion_v2,above_chance_overall,False,insufficient_data,,False,,,
vision_ablation_20260725_224706,0,gpt-5.4-nano,visual_recognition,above_chance_discrimination,False,insufficient_data,,False,,,
vision_ablation_20260725_224706,0,gpt-5.4-nano,visual_recognition,above_chance_accuracy,False,insufficient_data,,False,,,
vision_ablation_20260725_224706,0,gpt-5.4-nano,visual_recognition,low_false_alarm_rate,False,insufficient_data,,False,,,
vision_ablation_20260725_224706,0,kimi-k2.5,moral_machine,utilitarian_preference,False,insufficient_data,,False,,,
vision_ablation_20260725_224706,0,kimi-k2.5,moral_machine,age_preference_save_young,False,insufficient_data,,False,,,
vision_ablation_20260725_224706,0,kimi-k2.5,moral_machine,species_preference_save_human,False,insufficient_data,,False,,,
vision_ablation_20260725_224706,0,kimi-k2.5,moral_machine,legality_preference_save_lawful,False,insufficient_data,,False,,,
vision_ablation_20260725_224706,0,kimi-k2.5,moral_machine,intervention_aversion,False,insufficient_data,,False,,,
vision_ablation_20260725_224706,0,kimi-k2.5,phishing_detection_v2,above_chance_discrimination,True,,0.5,False,0.36486538800705826,0.025925925925925936,True
vision_ablation_20260725_224706,0,kimi-k2.5,phishing_detection_v2,learning_effect,True,,0.0,False,0.24292265880841774,-0.17142857142857143,False
vision_ablation_20260725_224706,0,kimi-k2.5,phishing_detection_v2,above_chance_overall,True,,0.0,False,0.619604178719328,-0.00877192982456143,False
vision_ablation_20260725_224706,0,kimi-k2.5,phishing_detection_v2,practice_rt_speedup,True,,0.5,False,0.24435258460304116,-0.09357826119846148,True
vision_ablation_20260725_224706,0,kimi-k2.5,visual_recognition,above_chance_discrimination,False,insufficient_data,,False,,,
vision_ablation_20260725_224706,0,kimi-k2.5,visual_recognition,above_chance_accuracy,False,insufficient_data,,False,,,
vision_ablation_20260725_224706,0,kimi-k2.5,visual_recognition,low_false_alarm_rate,False,insufficient_data,,False,,,
vision_ablation_20260725_224706,0,qwen3-vl-235b-instruct,random_dot_motion_v2,coherence_accuracy_psychometric,False,insufficient_data,,False,,,
vision_ablation_20260725_224706,0,qwen3-vl-235b-instruct,random_dot_motion_v2,coherence_rt_chronometric,False,insufficient_data,,False,,,
vision_ablation_20260725_224706,0,qwen3-vl-235b-instruct,random_dot_motion_v2,above_chance_low_coherence,False,insufficient_data,,False,,,
vision_ablation_20260725_224706,0,qwen3-vl-235b-instruct,random_dot_motion_v2,above_chance_overall,False,insufficient_data,,False,,,
vision_ablation_20260725_224706,0,qwen3-vl-235b-instruct,visual_recognition,above_chance_discrimination,False,insufficient_data,,False,,,
vision_ablation_20260725_224706,0,qwen3-vl-235b-instruct,visual_recognition,above_chance_accuracy,False,insufficient_data,,False,,,
vision_ablation_20260725_224706,0,qwen3-vl-235b-instruct,visual_recognition,low_false_alarm_rate,False,insufficient_data,,False,,,
vision_ablation_20260725_224706,1,gemini-3-flash-preview,moral_machine,utilitarian_preference,False,insufficient_data,,False,,,
vision_ablation_20260725_224706,1,gemini-3-flash-preview,moral_machine,age_preference_save_young,False,insufficient_data,,False,,,
vision_ablation_20260725_224706,1,gemini-3-flash-preview,moral_machine,species_preference_save_human,False,insufficient_data,,False,,,
vision_ablation_20260725_224706,1,gemini-3-flash-preview,moral_machine,legality_preference_save_lawful,False,insufficient_data,,False,,,
vision_ablation_20260725_224706,1,gemini-3-flash-preview,moral_machine,intervention_aversion,False,insufficient_data,,False,,,
vision_ablation_20260725_224706,1,gemini-3-flash-preview,phishing_detection_v2,above_chance_discrimination,False,insufficient_data,,False,,,
vision_ablation_20260725_224706,1,gemini-3-flash-preview,phishing_detection_v2,learning_effect,False,insufficient_data,,False,,,
vision_ablation_20260725_224706,1,gemini-3-flash-preview,phishing_detection_v2,above_chance_overall,False,insufficient_data,,False,,,
vision_ablation_20260725_224706,1,gemini-3-flash-preview,phishing_detection_v2,practice_rt_speedup,False,insufficient_data,,False,,,
vision_ablation_20260725_224706,1,gemini-3-flash-preview,random_dot_motion_v2,coherence_accuracy_psychometric,True,,0.5,False,0.36912572342499284,0.05684374544352479,True
vision_ablation_20260725_224706,1,gemini-3-flash-preview,random_dot_motion_v2,coherence_rt_chronometric,True,,0.0,False,0.6706039565427594,0.1155399668414321,False
vision_ablation_20260725_224706,1,gemini-3-flash-preview,random_dot_motion_v2,above_chance_low_coherence,True,,0.0,False,0.8665771484375,-0.11538461538461536,False
vision_ablation_20260725_224706,1,gemini-3-flash-preview,random_dot_motion_v2,above_chance_overall,True,,0.0,False,0.7293719053268433,-0.040540540540540515,False
vision_ablation_20260725_224706,1,gemini-3-flash-preview,visual_recognition,above_chance_discrimination,True,,0.5,False,0.34102282946750373,0.08333333333333337,True
vision_ablation_20260725_224706,1,gemini-3-flash-preview,visual_recognition,above_chance_accuracy,True,,0.5,False,0.4194098711013794,0.04166666666666663,True
vision_ablation_20260725_224706,1,gemini-3-flash-preview,visual_recognition,low_false_alarm_rate,True,,0.0,False,0.61279296875,0.0,False
vision_ablation_20260725_224706,1,gpt-5.4-nano,phishing_detection_v2,above_chance_discrimination,True,,1.0,True,9.079686044688451e-06,0.5333333333333334,True
vision_ablation_20260725_224706,1,gpt-5.4-nano,phishing_detection_v2,learning_effect,True,,0.0,False,0.302788308167673,-0.10000000000000009,False
vision_ablation_20260725_224706,1,gpt-5.4-nano,phishing_detection_v2,above_chance_overall,True,,1.0,True,2.1118522811339885e-05,0.2666666666666667,True
vision_ablation_20260725_224706,1,gpt-5.4-nano,phishing_detection_v2,practice_rt_speedup,True,,0.0,False,0.9921876814545488,0.3108702176396251,False
vision_ablation_20260725_224706,1,gpt-5.4-nano,random_dot_motion_v2,coherence_accuracy_psychometric,False,insufficient_data,,False,,,
vision_ablation_20260725_224706,1,gpt-5.4-nano,random_dot_motion_v2,coherence_rt_chronometric,False,insufficient_data,,False,,,
vision_ablation_20260725_224706,1,gpt-5.4-nano,random_dot_motion_v2,above_chance_low_coherence,False,insufficient_data,,False,,,
vision_ablation_20260725_224706,1,gpt-5.4-nano,random_dot_motion_v2,above_chance_overall,False,insufficient_data,,False,,,
vision_ablation_20260725_224706,1,gpt-5.4-nano,visual_recognition,above_chance_discrimination,False,insufficient_data,,False,,,
vision_ablation_20260725_224706,1,gpt-5.4-nano,visual_recognition,above_chance_accuracy,False,insufficient_data,,False,,,
vision_ablation_20260725_224706,1,gpt-5.4-nano,visual_recognition,low_false_alarm_rate,False,insufficient_data,,False,,,
vision_ablation_20260725_224706,1,kimi-k2.5,visual_recognition,above_chance_discrimination,False,insufficient_data,,False,,,
vision_ablation_20260725_224706,1,kimi-k2.5,visual_recognition,above_chance_accuracy,False,insufficient_data,,False,,,
vision_ablation_20260725_224706,1,kimi-k2.5,visual_recognition,low_false_alarm_rate,False,insufficient_data,,False,,,
vision_ablation_20260725_224706,1,qwen3-vl-235b-instruct,random_dot_motion_v2,coherence_accuracy_psychometric,False,insufficient_data,,False,,,
vision_ablation_20260725_224706,1,qwen3-vl-235b-instruct,random_dot_motion_v2,coherence_rt_chronometric,False,insufficient_data,,False,,,
vision_ablation_20260725_224706,1,qwen3-vl-235b-instruct,random_dot_motion_v2,above_chance_low_coherence,False,insufficient_data,,False,,,
vision_ablation_20260725_224706,1,qwen3-vl-235b-instruct,random_dot_motion_v2,above_chance_overall,False,insufficient_data,,False,,,
vision_ablation_20260725_224706,1,qwen3-vl-235b-instruct,visual_recognition,above_chance_discrimination,False,insufficient_data,,False,,,
vision_ablation_20260725_224706,1,qwen3-vl-235b-instruct,visual_recognition,above_chance_accuracy,False,insufficient_data,,False,,,
vision_ablation_20260725_224706,1,qwen3-vl-235b-instruct,visual_recognition,low_false_alarm_rate,False,insufficient_data,,False,,,
vision_ablation_20260725_224706,2,gemini-3-flash-preview,moral_machine,utilitarian_preference,False,insufficient_data,,False,,,
vision_ablation_20260725_224706,2,gemini-3-flash-preview,moral_machine,age_preference_save_young,False,insufficient_data,,False,,,
vision_ablation_20260725_224706,2,gemini-3-flash-preview,moral_machine,species_preference_save_human,False,insufficient_data,,False,,,
vision_ablation_20260725_224706,2,gemini-3-flash-preview,moral_machine,legality_preference_save_lawful,False,insufficient_data,,False,,,
vision_ablation_20260725_224706,2,gemini-3-flash-preview,moral_machine,intervention_aversion,False,insufficient_data,,False,,,
vision_ablation_20260725_224706,2,gemini-3-flash-preview,phishing_detection_v2,above_chance_discrimination,True,,1.0,True,5.620243070603159e-06,0.5666666666666667,True
vision_ablation_20260725_224706,2,gemini-3-flash-preview,phishing_detection_v2,learning_effect,True,,0.0,False,0.5,0.0,False
vision_ablation_20260725_224706,2,gemini-3-flash-preview,phishing_detection_v2,above_chance_overall,True,,1.0,True,6.073354011478654e-06,0.2833333333333333,True
vision_ablation_20260725_224706,2,gemini-3-flash-preview,phishing_detection_v2,practice_rt_speedup,True,,0.0,False,0.6181939056226239,0.03964415402916342,False
vision_ablation_20260725_224706,2,gemini-3-flash-preview,random_dot_motion_v2,coherence_accuracy_psychometric,True,,0.5,False,0.2607635672928608,0.108799355494789,True
vision_ablation_20260725_224706,2,gemini-3-flash-preview,random_dot_motion_v2,coherence_rt_chronometric,True,,0.0,False,0.718886446144054,0.1627516366679464,False
vision_ablation_20260725_224706,2,gemini-3-flash-preview,random_dot_motion_v2,above_chance_low_coherence,True,,0.0,False,0.8665771484375,-0.11538461538461536,False
vision_ablation_20260725_224706,2,gemini-3-flash-preview,random_dot_motion_v2,above_chance_overall,True,,0.0,False,0.9075333289802074,-0.09459459459459457,False
vision_ablation_20260725_224706,2,gemini-3-flash-preview,visual_recognition,above_chance_discrimination,True,,0.0,False,0.4207246442216692,-0.020000000000000018,False
vision_ablation_20260725_224706,2,gemini-3-flash-preview,visual_recognition,above_chance_accuracy,True,,0.0,False,0.6189818902353784,-0.010000000000000009,False
vision_ablation_20260725_224706,2,gemini-3-flash-preview,visual_recognition,low_false_alarm_rate,True,,0.0,False,0.6640944831173172,0.020000000000000018,False
vision_ablation_20260725_224706,2,gpt-5.4-nano,moral_machine,utilitarian_preference,False,insufficient_data,,False,,,
vision_ablation_20260725_224706,2,gpt-5.4-nano,moral_machine,age_preference_save_young,False,insufficient_data,,False,,,
vision_ablation_20260725_224706,2,gpt-5.4-nano,moral_machine,species_preference_save_human,False,insufficient_data,,False,,,
vision_ablation_20260725_224706,2,gpt-5.4-nano,moral_machine,legality_preference_save_lawful,False,insufficient_data,,False,,,
vision_ablation_20260725_224706,2,gpt-5.4-nano,moral_machine,intervention_aversion,False,insufficient_data,,False,,,
vision_ablation_20260725_224706,2,gpt-5.4-nano,random_dot_motion_v2,coherence_accuracy_psychometric,False,insufficient_data,,False,,,
vision_ablation_20260725_224706,2,gpt-5.4-nano,random_dot_motion_v2,coherence_rt_chronometric,False,insufficient_data,,False,,,
vision_ablation_20260725_224706,2,gpt-5.4-nano,random_dot_motion_v2,above_chance_low_coherence,False,insufficient_data,,False,,,
vision_ablation_20260725_224706,2,gpt-5.4-nano,random_dot_motion_v2,above_chance_overall,False,insufficient_data,,False,,,
vision_ablation_20260725_224706,2,gpt-5.4-nano,visual_recognition,above_chance_discrimination,False,insufficient_data,,False,,,
vision_ablation_20260725_224706,2,gpt-5.4-nano,visual_recognition,above_chance_accuracy,False,insufficient_data,,False,,,
vision_ablation_20260725_224706,2,gpt-5.4-nano,visual_recognition,low_false_alarm_rate,False,insufficient_data,,False,,,
vision_ablation_20260725_224706,2,kimi-k2.5,moral_machine,utilitarian_preference,False,insufficient_data,,False,,,
vision_ablation_20260725_224706,2,kimi-k2.5,moral_machine,age_preference_save_young,True,,0.0,False,0.984375,-0.33333333333333337,False
vision_ablation_20260725_224706,2,kimi-k2.5,moral_machine,species_preference_save_human,False,insufficient_data,,False,,,
vision_ablation_20260725_224706,2,kimi-k2.5,moral_machine,legality_preference_save_lawful,False,insufficient_data,,False,,,
vision_ablation_20260725_224706,2,kimi-k2.5,moral_machine,intervention_aversion,False,insufficient_data,,False,,,
vision_ablation_20260725_224706,2,kimi-k2.5,phishing_detection_v2,above_chance_discrimination,False,insufficient_data,,False,,,
vision_ablation_20260725_224706,2,kimi-k2.5,phishing_detection_v2,learning_effect,False,insufficient_data,,False,,,
vision_ablation_20260725_224706,2,kimi-k2.5,phishing_detection_v2,above_chance_overall,False,insufficient_data,,False,,,
vision_ablation_20260725_224706,2,kimi-k2.5,phishing_detection_v2,practice_rt_speedup,False,insufficient_data,,False,,,
vision_ablation_20260725_224706,2,kimi-k2.5,random_dot_motion_v2,coherence_accuracy_psychometric,False,insufficient_data,,False,,,
vision_ablation_20260725_224706,2,kimi-k2.5,random_dot_motion_v2,coherence_rt_chronometric,False,insufficient_data,,False,,,
vision_ablation_20260725_224706,2,kimi-k2.5,random_dot_motion_v2,above_chance_low_coherence,False,insufficient_data,,False,,,
vision_ablation_20260725_224706,2,kimi-k2.5,random_dot_motion_v2,above_chance_overall,False,insufficient_data,,False,,,
vision_ablation_20260725_224706,2,kimi-k2.5,visual_recognition,above_chance_discrimination,True,,0.0,False,0.5,0.0,False
vision_ablation_20260725_224706,2,kimi-k2.5,visual_recognition,above_chance_accuracy,True,,0.0,False,0.8810577392578125,-0.1111111111111111,False
vision_ablation_20260725_224706,2,kimi-k2.5,visual_recognition,low_false_alarm_rate,True,,0.0,False,1.0,0.5,False
vision_ablation_20260725_224706,2,qwen3-vl-235b-instruct,moral_machine,utilitarian_preference,False,insufficient_data,,False,,,
vision_ablation_20260725_224706,2,qwen3-vl-235b-instruct,moral_machine,age_preference_save_young,False,insufficient_data,,False,,,
vision_ablation_20260725_224706,2,qwen3-vl-235b-instruct,moral_machine,species_preference_save_human,False,insufficient_data,,False,,,
vision_ablation_20260725_224706,2,qwen3-vl-235b-instruct,moral_machine,legality_preference_save_lawful,False,insufficient_data,,False,,,
vision_ablation_20260725_224706,2,qwen3-vl-235b-instruct,moral_machine,intervention_aversion,False,insufficient_data,,False,,,
vision_ablation_20260725_224706,2,qwen3-vl-235b-instruct,phishing_detection_v2,above_chance_discrimination,False,insufficient_data,,False,,,
vision_ablation_20260725_224706,2,qwen3-vl-235b-instruct,phishing_detection_v2,learning_effect,False,insufficient_data,,False,,,
vision_ablation_20260725_224706,2,qwen3-vl-235b-instruct,phishing_detection_v2,above_chance_overall,False,insufficient_data,,False,,,
vision_ablation_20260725_224706,2,qwen3-vl-235b-instruct,phishing_detection_v2,practice_rt_speedup,False,insufficient_data,,False,,,
vision_ablation_20260725_224706,2,qwen3-vl-235b-instruct,random_dot_motion_v2,coherence_accuracy_psychometric,False,insufficient_data,,False,,,
vision_ablation_20260725_224706,2,qwen3-vl-235b-instruct,random_dot_motion_v2,coherence_rt_chronometric,False,insufficient_data,,False,,,
vision_ablation_20260725_224706,2,qwen3-vl-235b-instruct,random_dot_motion_v2,above_chance_low_coherence,False,insufficient_data,,False,,,
vision_ablation_20260725_224706,2,qwen3-vl-235b-instruct,random_dot_motion_v2,above_chance_overall,False,insufficient_data,,False,,,
vision_ablation_20260725_224706,2,qwen3-vl-235b-instruct,visual_recognition,above_chance_discrimination,False,insufficient_data,,False,,,
vision_ablation_20260725_224706,2,qwen3-vl-235b-instruct,visual_recognition,above_chance_accuracy,False,insufficient_data,,False,,,
vision_ablation_20260725_224706,2,qwen3-vl-235b-instruct,visual_recognition,low_false_alarm_rate,False,insufficient_data,,False,,,
vision_ablation_20260725_224706,3,gemini-3-flash-preview,moral_machine,utilitarian_preference,False,insufficient_data,,False,,,
vision_ablation_20260725_224706,3,gemini-3-flash-preview,moral_machine,age_preference_save_young,False,insufficient_data,,False,,,
vision_ablation_20260725_224706,3,gemini-3-flash-preview,moral_machine,species_preference_save_human,True,,1.0,True,0.03125,0.5,True
vision_ablation_20260725_224706,3,gemini-3-flash-preview,moral_machine,legality_preference_save_lawful,False,insufficient_data,,False,,,
vision_ablation_20260725_224706,3,gemini-3-flash-preview,moral_machine,intervention_aversion,False,insufficient_data,,False,,,
vision_ablation_20260725_224706,3,gemini-3-flash-preview,phishing_detection_v2,above_chance_discrimination,True,,1.0,True,2.4710344881384572e-11,0.8888888888888888,True
vision_ablation_20260725_224706,3,gemini-3-flash-preview,phishing_detection_v2,learning_effect,True,,0.5,False,0.25580586982769016,0.09999999999999998,True
vision_ablation_20260725_224706,3,gemini-3-flash-preview,phishing_detection_v2,above_chance_overall,True,,1.0,True,1.4593881658697683e-12,0.4444444444444444,True
vision_ablation_20260725_224706,3,gemini-3-flash-preview,phishing_detection_v2,practice_rt_speedup,True,,0.0,False,0.6446043357361111,0.05163308134074582,False
vision_ablation_20260725_224706,3,gemini-3-flash-preview,random_dot_motion_v2,coherence_accuracy_psychometric,True,,0.0,False,0.627468136986757,-0.05531268702177165,False
vision_ablation_20260725_224706,3,gemini-3-flash-preview,random_dot_motion_v2,coherence_rt_chronometric,True,,0.5,False,0.4723037445441838,-0.017099639201419235,True
vision_ablation_20260725_224706,3,gemini-3-flash-preview,random_dot_motion_v2,above_chance_low_coherence,True,,0.0,False,0.623046875,0.0,False
vision_ablation_20260725_224706,3,gemini-3-flash-preview,random_dot_motion_v2,above_chance_overall,True,,0.5,False,0.5,0.013513513513513487,True
vision_ablation_20260725_224706,3,gemini-3-flash-preview,visual_recognition,above_chance_discrimination,False,insufficient_data,,False,,,
vision_ablation_20260725_224706,3,gemini-3-flash-preview,visual_recognition,above_chance_accuracy,True,,0.0,False,0.96484375,-0.25,False
vision_ablation_20260725_224706,3,gemini-3-flash-preview,visual_recognition,low_false_alarm_rate,True,,0.0,False,0.890625,0.16666666666666663,False
vision_ablation_20260725_224706,3,gpt-5.4-nano,moral_machine,utilitarian_preference,False,insufficient_data,,False,,,
vision_ablation_20260725_224706,3,gpt-5.4-nano,moral_machine,age_preference_save_young,False,insufficient_data,,False,,,
vision_ablation_20260725_224706,3,gpt-5.4-nano,moral_machine,species_preference_save_human,False,insufficient_data,,False,,,
vision_ablation_20260725_224706,3,gpt-5.4-nano,moral_machine,legality_preference_save_lawful,False,insufficient_data,,False,,,
vision_ablation_20260725_224706,3,gpt-5.4-nano,moral_machine,intervention_aversion,False,insufficient_data,,False,,,
vision_ablation_20260725_224706,3,gpt-5.4-nano,phishing_detection_v2,above_chance_discrimination,True,,0.0,False,0.5,0.0,False
vision_ablation_20260725_224706,3,gpt-5.4-nano,phishing_detection_v2,learning_effect,False,insufficient_data,,False,,,
vision_ablation_20260725_224706,3,gpt-5.4-nano,phishing_detection_v2,above_chance_overall,True,,0.0,False,0.623046875,0.0,False
vision_ablation_20260725_224706,3,gpt-5.4-nano,phishing_detection_v2,practice_rt_speedup,True,,0.5,False,0.4143586973487303,-0.07878787878787878,True
vision_ablation_20260725_224706,3,gpt-5.4-nano,random_dot_motion_v2,coherence_accuracy_psychometric,False,insufficient_data,,False,,,
vision_ablation_20260725_224706,3,gpt-5.4-nano,random_dot_motion_v2,coherence_rt_chronometric,False,insufficient_data,,False,,,
vision_ablation_20260725_224706,3,gpt-5.4-nano,random_dot_motion_v2,above_chance_low_coherence,False,insufficient_data,,False,,,
vision_ablation_20260725_224706,3,gpt-5.4-nano,random_dot_motion_v2,above_chance_overall,False,insufficient_data,,False,,,
vision_ablation_20260725_224706,3,gpt-5.4-nano,visual_recognition,above_chance_discrimination,False,insufficient_data,,False,,,
vision_ablation_20260725_224706,3,gpt-5.4-nano,visual_recognition,above_chance_accuracy,False,insufficient_data,,False,,,
vision_ablation_20260725_224706,3,gpt-5.4-nano,visual_recognition,low_false_alarm_rate,False,insufficient_data,,False,,,
vision_ablation_20260725_224706,3,kimi-k2.5,phishing_detection_v2,above_chance_discrimination,False,insufficient_data,,False,,,
vision_ablation_20260725_224706,3,kimi-k2.5,phishing_detection_v2,learning_effect,False,insufficient_data,,False,,,
vision_ablation_20260725_224706,3,kimi-k2.5,phishing_detection_v2,above_chance_overall,False,insufficient_data,,False,,,
vision_ablation_20260725_224706,3,kimi-k2.5,phishing_detection_v2,practice_rt_speedup,False,insufficient_data,,False,,,
vision_ablation_20260725_224706,3,kimi-k2.5,random_dot_motion_v2,coherence_accuracy_psychometric,False,insufficient_data,,False,,,
vision_ablation_20260725_224706,3,kimi-k2.5,random_dot_motion_v2,coherence_rt_chronometric,False,insufficient_data,,False,,,
vision_ablation_20260725_224706,3,kimi-k2.5,random_dot_motion_v2,above_chance_low_coherence,False,insufficient_data,,False,,,
vision_ablation_20260725_224706,3,kimi-k2.5,random_dot_motion_v2,above_chance_overall,False,insufficient_data,,False,,,
vision_ablation_20260725_224706,3,kimi-k2.5,visual_recognition,above_chance_discrimination,False,insufficient_data,,False,,,
vision_ablation_20260725_224706,3,kimi-k2.5,visual_recognition,above_chance_accuracy,False,insufficient_data,,False,,,
vision_ablation_20260725_224706,3,kimi-k2.5,visual_recognition,low_false_alarm_rate,False,insufficient_data,,False,,,
vision_ablation_20260725_224706,3,qwen3-vl-235b-instruct,moral_machine,utilitarian_preference,False,insufficient_data,,False,,,
vision_ablation_20260725_224706,3,qwen3-vl-235b-instruct,moral_machine,age_preference_save_young,False,insufficient_data,,False,,,
vision_ablation_20260725_224706,3,qwen3-vl-235b-instruct,moral_machine,species_preference_save_human,False,insufficient_data,,False,,,
vision_ablation_20260725_224706,3,qwen3-vl-235b-instruct,moral_machine,legality_preference_save_lawful,False,insufficient_data,,False,,,
vision_ablation_20260725_224706,3,qwen3-vl-235b-instruct,moral_machine,intervention_aversion,False,insufficient_data,,False,,,
vision_ablation_20260725_224706,3,qwen3-vl-235b-instruct,phishing_detection_v2,above_chance_discrimination,False,insufficient_data,,False,,,
vision_ablation_20260725_224706,3,qwen3-vl-235b-instruct,phishing_detection_v2,learning_effect,False,insufficient_data,,False,,,
vision_ablation_20260725_224706,3,qwen3-vl-235b-instruct,phishing_detection_v2,above_chance_overall,False,insufficient_data,,False,,,
vision_ablation_20260725_224706,3,qwen3-vl-235b-instruct,phishing_detection_v2,practice_rt_speedup,False,insufficient_data,,False,,,
vision_ablation_20260725_224706,3,qwen3-vl-235b-instruct,random_dot_motion_v2,coherence_accuracy_psychometric,False,insufficient_data,,False,,,
vision_ablation_20260725_224706,3,qwen3-vl-235b-instruct,random_dot_motion_v2,coherence_rt_chronometric,False,insufficient_data,,False,,,
vision_ablation_20260725_224706,3,qwen3-vl-235b-instruct,random_dot_motion_v2,above_chance_low_coherence,False,insufficient_data,,False,,,
vision_ablation_20260725_224706,3,qwen3-vl-235b-instruct,random_dot_motion_v2,above_chance_overall,False,insufficient_data,,False,,,
vision_ablation_20260725_224706,3,qwen3-vl-235b-instruct,visual_recognition,above_chance_discrimination,False,insufficient_data,,False,,,
vision_ablation_20260725_224706,3,qwen3-vl-235b-instruct,visual_recognition,above_chance_accuracy,False,insufficient_data,,False,,,
vision_ablation_20260725_224706,3,qwen3-vl-235b-instruct,visual_recognition,low_false_alarm_rate,False,insufficient_data,,False,,,
vision_ablation_20260725_224706,4,gemini-3-flash-preview,moral_machine,utilitarian_preference,True,,1.0,True,0.0078125,0.5,True
vision_ablation_20260725_224706,4,gemini-3-flash-preview,moral_machine,age_preference_save_young,False,insufficient_data,,False,,,
vision_ablation_20260725_224706,4,gemini-3-flash-preview,moral_machine,species_preference_save_human,False,insufficient_data,,False,,,
vision_ablation_20260725_224706,4,gemini-3-flash-preview,moral_machine,legality_preference_save_lawful,False,insufficient_data,,False,,,
vision_ablation_20260725_224706,4,gemini-3-flash-preview,moral_machine,intervention_aversion,False,insufficient_data,,False,,,
vision_ablation_20260725_224706,4,gemini-3-flash-preview,phishing_detection_v2,above_chance_discrimination,True,,1.0,True,0.0001456906789234491,0.4666666666666666,True
vision_ablation_20260725_224706,4,gemini-3-flash-preview,phishing_detection_v2,learning_effect,True,,0.5,False,0.302788308167673,0.10000000000000009,True
vision_ablation_20260725_224706,4,gemini-3-flash-preview,phishing_detection_v2,above_chance_overall,True,,1.0,True,0.00019702162136305077,0.23333333333333328,True
vision_ablation_20260725_224706,4,gemini-3-flash-preview,phishing_detection_v2,practice_rt_speedup,True,,0.5,False,0.2743689112349723,-0.07895469666397203,True
vision_ablation_20260725_224706,4,gemini-3-flash-preview,random_dot_motion_v2,coherence_accuracy_psychometric,True,,0.0,False,0.7091668211340018,-0.09358901953252446,False
